feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HILIC.pos_Cluster_0113..trigonelline	mesalamine	Yes	0.693753443123282	0.44334836672613	220	218	0.119328554649523	0.315936554214927
C8.pos_Cluster_0515..beta.sitosterol	mesalamine	Yes	0.6206210042659	0.39853939249303	220	210	0.121113665355454	0.319143118187831
HILIC.neg_Cluster_0247..L.phenyllactic.acid	mesalamine	Yes	-0.656980228615202	0.421452074313145	220	214	0.120731932091883	0.319143118187831
HILIC.neg_Cluster_1403..cholate	steroids	Yes	0.836032258921238	0.53678032473531	220	219	0.121053053434519	0.319143118187831
C18.neg_Cluster_0900..ketodeoxycholate	immunosuppressant	Yes	0.814258824374534	0.523993896854146	220	215	0.121896884753039	0.319189958819574
HILIC.neg_Cluster_0204..imidazolelactate	steroids	Yes	0.503290523012137	0.323782783143402	220	220	0.121787009081855	0.319189958819574
HILIC.pos_Cluster_0172..triethanolamine	antibiotic	Yes	0.800614016463979	0.514795368679541	220	216	0.121596341297469	0.319189958819574
HILIC.pos_Cluster_0295..arginine	mesalamine	Yes	0.553906575772487	0.356274765540967	220	220	0.121713255066093	0.319189958819574
HILIC.neg_Cluster_0697..pentadecanoate	mesalamine	Yes	0.539184918026534	0.347251013872576	220	220	0.122188984039913	0.31945333131438
HILIC.pos_Cluster_0024..serine	antibiotic	Yes	-0.592877371012833	0.382320739708602	220	217	0.122665522784541	0.320197327080773
C18.neg_Cluster_1722..cholate	mesalamine	Yes	-0.710793298716054	0.459109100603088	220	124	0.123273626382551	0.321281888759524
C18.neg_Cluster_0246..linoleic.acid	diagnosis_modified	CD	-0.692239364893352	0.448701982630769	220	220	0.124588699993575	0.321693423512822
C8.pos_Cluster_1495..linoleoyl.ethanolamide	diagnosis_modified	UC	0.898212757924226	0.581546740843724	220	75	0.124161185547991	0.321693423512822
HILIC.neg_Cluster_0401..glucurote	diagnosis_modified	CD	-0.887148815701735	0.574636131551617	220	200	0.124325677586386	0.321693423512822
HILIC.pos_Cluster_0048..betaine	steroids	Yes	0.686009351170683	0.444072351676786	220	210	0.124090864437797	0.321693423512822
HILIC.pos_Cluster_0383..kynurenic.acid	mesalamine	Yes	0.628596335884258	0.406690774111161	220	210	0.12389196275094	0.321693423512822
HILIC.pos_Cluster_0667..anserine	immunosuppressant	Yes	0.608722334560033	0.394493037874973	220	196	0.124518370902306	0.321693423512822
HILIC.neg_Cluster_0242..phenylalanine	diagnosis_modified	UC	0.45245561274953	0.293629660890007	220	220	0.12503929445723	0.322136119114701
HILIC.pos_Cluster_0333..tyrosine	mesalamine	Yes	0.35242087432583	0.228775538689187	220	220	0.125146405987006	0.322136119114701
C18.neg_Cluster_1722..cholate	diagnosis_modified	UC	0.962741035858299	0.625539745001361	220	124	0.125489962659333	0.322408344821583
HILIC.neg_Cluster_0073..threonine	antibiotic	Yes	-0.722226984922764	0.469451908796594	220	220	0.125638743485629	0.322408344821583
HILIC.pos_Cluster_0405..caffeine	immunosuppressant	Yes	-0.678775186529132	0.442530832494534	220	201	0.126766150555931	0.324801749811509
HILIC.neg_Cluster_1088..linoleoyl.ethanolamide	antibiotic	Yes	0.762124408819709	0.497771821839246	220	217	0.127450646357092	0.326054721048512
HILIC.neg_Cluster_0299..ascorbate	immunosuppressant	Yes	0.641267432230359	0.419617004437837	220	216	0.128156520105355	0.32735846176988
C18.neg_Cluster_1273..cholate	diagnosis_modified	UC	1.01585480829184	0.665304153670844	220	197	0.128483858849218	0.327692777615437
C18.neg_Cluster_1196..glycodeoxycholic.acid	immunosuppressant	Yes	0.795443017190644	0.521475557426467	220	177	0.128865470675267	0.328164282574574
C18.neg_Cluster_0900..ketodeoxycholate	steroids	Yes	0.900158520646059	0.590854763935001	220	215	0.129335740655413	0.328359231983606
C8.pos_Cluster_0264..linoleoyl.ethanolamide	antibiotic	Yes	0.887444158087263	0.582377558475973	220	217	0.129249709826073	0.328359231983606
C18.neg_Cluster_0256..stearic.acid	diagnosis_modified	CD	-0.953021574989159	0.625993490576952	220	220	0.12960354544411	0.328539078724582
HILIC.pos_Cluster_0036..creatinine	diagnosis_modified	UC	1.30626071292598	0.861987315035471	220	213	0.131367196992474	0.332504528958189
C18.neg_Cluster_1197..glycoursodeoxycholic.acid	steroids	Yes	0.852061184316925	0.564314935706283	220	160	0.132764909516073	0.334067635456358
C8.pos_Cluster_0253..sphingosine	immunosuppressant	Yes	-0.433715218447343	0.287262586905858	220	220	0.132785876683193	0.334067635456358
HILIC.neg_Cluster_0290..arginine	diagnosis_modified	CD	-0.62701362626754	0.415255501847847	220	217	0.13275396009004	0.334067635456358
HILIC.neg_Cluster_0706..uridine	mesalamine	Yes	0.484348228442268	0.320626496319401	220	216	0.132579560619531	0.334067635456358
C18.neg_Cluster_0927..alpha.muricholate	diagnosis_modified	UC	1.28118817805161	0.849355181749996	220	192	0.133142618350226	0.334111170779694
HILIC.neg_Cluster_0016..oxalate	steroids	Yes	0.57869273040877	0.383900618190179	220	213	0.133404100563115	0.334111170779694
HILIC.pos_Cluster_0110..1.methylnicotinamide	steroids	Yes	0.706483816343137	0.46849322480475	220	159	0.133253341760519	0.334111170779694
HILIC.pos_Cluster_0160..glutamate	diagnosis_modified	UC	-0.420025275083164	0.278982278090135	220	220	0.13387581646839	0.334789897854984
C18.neg_Cluster_0219..2.hydroxyhexadecanoate	steroids	Yes	-0.630394081880924	0.41922187406126	220	220	0.134348440845397	0.335468861272637
HILIC.neg_Cluster_0015..alanine	diagnosis_modified	UC	0.518123008975466	0.345469508446825	220	220	0.135370784069472	0.337516394361553
HILIC.neg_Cluster_0003..propionate	steroids	Yes	-0.472424304445476	0.316507617530513	220	218	0.137232004731626	0.34164624461545
C18.neg_Cluster_1621..cholate	diagnosis_modified	UC	1.03469808137015	0.695980907734895	220	108	0.138793558147183	0.345018859894934
HILIC.pos_Cluster_0032..cytosine	mesalamine	Yes	0.675604900554193	0.455016211166325	220	198	0.13929142887831	0.34574122525152
HILIC.neg_Cluster_0230..levoglucosan	immunosuppressant	Yes	0.460030115226742	0.310200690500788	220	215	0.13976468704928	0.346400442790785
HILIC.neg_Cluster_0707..pseudouridine	mesalamine	Yes	-0.704963006370125	0.476333088057699	220	211	0.140570606024223	0.347880965650452
C18.neg_Cluster_1621..cholate	mesalamine	Yes	-0.755207829741178	0.510808739397355	220	108	0.140977432208827	0.348114516934205
HILIC.pos_Cluster_0422..5.acetylamino.6.amino.3.methyluracil	steroids	Yes	-0.859332657992476	0.581391240704866	220	186	0.141082382162783	0.348114516934205
C18.neg_Cluster_0393..12.13.diHOME	mesalamine	Yes	0.421614849085776	0.285483273281826	220	217	0.141407999849406	0.348402575699866
C18.neg_Cluster_1620..arachidonic.acid	antibiotic	Yes	0.573485490945758	0.389344219841812	220	200	0.14245408837776	0.350347782593259
HILIC.neg_Cluster_0087..thymine	antibiotic	Yes	-0.677085941641083	0.459868835858744	220	220	0.14261759255445	0.350347782593259
HILIC.pos_Cluster_0108..hypoxanthine	diagnosis_modified	CD	-0.418756862200298	0.285986485265596	220	220	0.14481262925921	0.355216861182887
HILIC.pos_Cluster_1160..linoleoyl.ethanolamide	diagnosis_modified	UC	0.691429682039447	0.473131548582647	220	214	0.145595788381724	0.356613472864487
HILIC.neg_Cluster_1403..cholate	mesalamine	Yes	-0.737897683966124	0.506395054565537	220	219	0.146758905993313	0.358409744065661
HILIC.pos_Cluster_2093..urobilin.	steroids	Yes	-1.30057989792415	0.892133233123317	220	158	0.146573367158493	0.358409744065661
HILIC.neg_Cluster_0082..nicotinate	steroids	Yes	-0.345989796623308	0.238663481280959	220	220	0.148826988610789	0.36254192955538
HILIC.neg_Cluster_0201..histidine	steroids	Yes	0.43008834106911	0.296717646698617	220	219	0.148885624547623	0.36254192955538
HILIC.neg_Cluster_0324..tyrosine	antibiotic	Yes	-0.523361045554252	0.36189961927057	220	220	0.149818157860784	0.36428088529415
C8.pos_Cluster_0277..stearoyl.ethanolamide	antibiotic	Yes	-0.746732087465737	0.516803695044818	220	199	0.150167225148544	0.364598153635765
HILIC.neg_Cluster_1325..linoleoyl.ethanolamide	diagnosis_modified	UC	0.722874443554296	0.504619243052345	220	220	0.153675089859173	0.372032002735995
HILIC.pos_Cluster_0524..N.acetyl.L.arginine	immunosuppressant	Yes	0.331013742891221	0.230984513268873	220	220	0.153520514056856	0.372032002735995
C18.neg_Cluster_1273..cholate	steroids	Yes	0.740885692258746	0.517592960037189	220	197	0.153991984131407	0.372258883378531
HILIC.neg_Cluster_1325..linoleoyl.ethanolamide	mesalamine	Yes	-0.529005797612269	0.37036061845162	220	220	0.154867232515045	0.373454877619175
HILIC.pos_Cluster_0177..4.hydroxy.3.methylacetophenone	mesalamine	Yes	0.448984224788615	0.314388496496661	220	210	0.154934517573423	0.373454877619175
HILIC.pos_Cluster_0383..kynurenic.acid	antibiotic	Yes	0.834550898331079	0.584839548039516	220	210	0.155263886900217	0.373708749422167
HILIC.pos_Cluster_0150..4.guanidinobutanoic.acid	immunosuppressant	Yes	0.426605405476523	0.299320875737564	220	209	0.155762464710299	0.374368575125042
C18.neg_Cluster_0930..cholate	diagnosis_modified	UC	0.877028219498606	0.616281385022447	220	220	0.156383132976122	0.375319519142694
HILIC.pos_Cluster_0913..ethyl.9.hexadecenoate	immunosuppressant	Yes	-0.421899009074993	0.296643603837196	220	220	0.156630783035076	0.375373773135787
C8.pos_Cluster_0277..stearoyl.ethanolamide	steroids	Yes	0.540901002654534	0.380943292183983	220	199	0.157310988409974	0.376463025348404
C18.neg_Cluster_0031..phenyllactate	steroids	Yes	-1.28588279722998	0.911247304705895	220	205	0.159878552156643	0.376663029657177
C18.neg_Cluster_0354..arachidonic.acid	immunosuppressant	Yes	-0.408827008890229	0.289670353030723	220	220	0.159811212593282	0.376663029657177
C18.neg_Cluster_1081..glycolithocholic.acid	diagnosis_modified	CD	-0.657176333358941	0.464292933764739	220	127	0.158613252889983	0.376663029657177
C18.neg_Cluster_1196..glycodeoxycholic.acid	mesalamine	Yes	-0.785266405033981	0.554729595818397	220	177	0.158569536848053	0.376663029657177
C18.neg_Cluster_1385..maslinic.acid	antibiotic	Yes	-1.02364929894983	0.724510102128583	220	181	0.159360764730895	0.376663029657177
HILIC.neg_Cluster_0084..4.methylcatechol	steroids	Yes	-0.665312301012471	0.470242919360704	220	210	0.158791208144391	0.376663029657177
HILIC.neg_Cluster_0290..arginine	immunosuppressant	Yes	0.425586320148209	0.300498104945272	220	217	0.158369096795788	0.376663029657177
HILIC.neg_Cluster_0622..1.2.3.4.tetrahydro.1.methyl.beta.carboline.3.carboxylic.acid	immunosuppressant	Yes	0.454337126465029	0.321874102675204	220	206	0.159757024087438	0.376663029657177
HILIC.neg_Cluster_1002..eicosapentaenoic.acid	antibiotic	Yes	0.867058220040763	0.61327504301544	220	198	0.159087394749082	0.376663029657177
HILIC.pos_Cluster_0099..asparagine	diagnosis_modified	UC	1.11333081091393	0.786989737980114	220	176	0.158837131917583	0.376663029657177
HILIC.pos_Cluster_0116..urocanic.acid	diagnosis_modified	UC	-0.767417953259361	0.541441123532327	220	220	0.158050108999306	0.376663029657177
C18.neg_Cluster_0351..eicosapentaenoic.acid	antibiotic	Yes	0.756070962338377	0.537075501933478	220	218	0.160872566750587	0.378355388211634
HILIC.pos_Cluster_0379..trimethyllysine	mesalamine	Yes	-0.450410061743213	0.320085839709902	220	220	0.161050554934209	0.378355388211634
HILIC.neg_Cluster_0036..glycerate	mesalamine	Yes	-0.286137734121204	0.203528693520633	220	220	0.161426860468302	0.378378794364729
HILIC.neg_Cluster_1300..riboflavin	immunosuppressant	Yes	0.302363886673382	0.215143319125218	220	200	0.161568428759275	0.378378794364729
HILIC.pos_Cluster_0099..asparagine	steroids	Yes	0.860120970090378	0.612261844079135	220	176	0.161741055384923	0.378378794364729
HILIC.pos_Cluster_1160..linoleoyl.ethanolamide	antibiotic	Yes	0.700668155532175	0.499361795829572	220	214	0.1622460086739	0.379028490851633
C18.neg_Cluster_0107..myristic.acid	immunosuppressant	Yes	-0.40867375151767	0.291838283231827	220	218	0.163076492339441	0.380248464441107
HILIC.neg_Cluster_0174..tartarate	diagnosis_modified	UC	0.915932197637797	0.654307726715798	220	209	0.163224160995103	0.380248464441107
HILIC.neg_Cluster_0122..erythronic.acid	mesalamine	Yes	-0.35062791120327	0.250989072043138	220	220	0.164082591565656	0.381715150253157
C18.neg_Cluster_0219..2.hydroxyhexadecanoate	antibiotic	Yes	-0.793657361989399	0.568734029457159	220	220	0.164534699536405	0.382233814521899
HILIC.pos_Cluster_0116..urocanic.acid	immunosuppressant	Yes	0.519310637961284	0.373563857339892	220	220	0.166143988222846	0.385435566558703
HILIC.neg_Cluster_0328..homovanillate	diagnosis_modified	CD	1.01146328654427	0.728286852479773	220	198	0.166546568786924	0.385832884356374
C18.neg_Cluster_0863..docosapentaenoic.acid	immunosuppressant	Yes	-0.515620019068995	0.372161330155691	220	173	0.167566578308784	0.387147913444758
C18.neg_Cluster_1129..chenodeoxycholate	diagnosis_modified	UC	1.00292818575192	0.72390815769202	220	203	0.16757841337357	0.387147913444758
C18.neg_Cluster_1258..cholate	diagnosis_modified	UC	0.86676442201814	0.62634724263556	220	220	0.168065786586653	0.387736835444727
HILIC.neg_Cluster_0073..threonine	diagnosis_modified	CD	0.585775097017085	0.424077249757352	220	220	0.168845901689256	0.388998569085192
C8.pos_Cluster_1495..linoleoyl.ethanolamide	antibiotic	Yes	0.844569756587815	0.613787488356061	220	75	0.170477063666208	0.392214816821015
C18.neg_Cluster_1372..cholate	mesalamine	Yes	-0.750052525546289	0.546378033742964	220	117	0.171476080331588	0.393969837456045
HILIC.pos_Cluster_0728..2.deoxyadenosine	antibiotic	Yes	-1.01800748977053	0.743479790585454	220	164	0.172573131496514	0.395944956445922
HILIC.pos_Cluster_0152..acetylcholine	steroids	Yes	-0.706939809428871	0.517541756792029	220	217	0.173601779781457	0.397757924004766
C18.neg_Cluster_2021..urobilin	steroids	Yes	-1.04946354226773	0.769237803961943	220	171	0.17412472011264	0.398408824619868
HILIC.pos_Cluster_0658..geranyl.acetoacetate.	immunosuppressant	Yes	0.318081184741832	0.233340837092556	220	217	0.174479544580548	0.398673808712813
HILIC.neg_Cluster_0169..2.hydroxyglutarate	steroids	Yes	-0.576083079750033	0.423246145273827	220	218	0.175126772176873	0.399605274953521
HILIC.neg_Cluster_0181..hydrocinnamic.acid	steroids	Yes	-0.920272724511826	0.676888216848231	220	205	0.175613893519124	0.400169363920627
C18.neg_Cluster_0111..dodecanedioic.acid	diagnosis_modified	UC	-0.517748537711508	0.382110219341282	220	216	0.177069931147278	0.402387799936866
HILIC.pos_Cluster_0797..thiamine	steroids	Yes	-0.542149778064815	0.39989896022604	220	220	0.176833037025994	0.402387799936866
C18.neg_Cluster_1178..cholate	diagnosis_modified	UC	0.911280832514115	0.673585084430119	220	161	0.177735662592541	0.403351136332461
C8.pos_Cluster_0277..stearoyl.ethanolamide	mesalamine	Yes	0.485760499388424	0.359379415270125	220	199	0.178124075399214	0.403683366529741
HILIC.pos_Cluster_0157..lysine	steroids	Yes	0.483169683396457	0.358033092348919	220	220	0.17881308331183	0.40469501080615
C18.neg_Cluster_0219..2.hydroxyhexadecanoate	mesalamine	Yes	0.532329810533065	0.395491179552829	220	220	0.179941831907478	0.405051249152057
HILIC.neg_Cluster_0299..ascorbate	mesalamine	Yes	0.601377283026166	0.446375612347184	220	216	0.179540326260388	0.405051249152057
HILIC.pos_Cluster_0157..lysine	antibiotic	Yes	-0.654022562268908	0.485722754201639	220	220	0.179781925037029	0.405051249152057
HILIC.pos_Cluster_0495..N.acetylglutamic.acid	mesalamine	Yes	-0.353408104161907	0.262225843852645	220	214	0.179386362974319	0.405051249152057
C18.neg_Cluster_1131..arachidonic.acid	immunosuppressant	Yes	-0.29829926401685	0.222689815137983	220	220	0.182033232861687	0.408346523300611
HILIC.neg_Cluster_0247..L.phenyllactic.acid	steroids	Yes	0.59827435652069	0.446740502835818	220	214	0.182140175860704	0.408346523300611
HILIC.pos_Cluster_0114..2.hydroxyphenethylamine	diagnosis_modified	UC	0.799839115115538	0.596866230077003	220	218	0.181859187271156	0.408346523300611
C8.pos_Cluster_0253..sphingosine	steroids	Yes	0.43213057732089	0.323916879552631	220	220	0.183809210563921	0.411535252645127
C18.neg_Cluster_1596..oleanolic.acid	mesalamine	Yes	0.560032740019315	0.420529199473238	220	178	0.184577506790897	0.41270144950029
C18.neg_Cluster_0709..arachidonic.acid	antibiotic	Yes	0.54470394118798	0.410192449486088	220	220	0.185830866999868	0.414180657137568
HILIC.pos_Cluster_0379..trimethyllysine	immunosuppressant	Yes	-0.399548417103009	0.300897848150297	220	220	0.18585357736504	0.414180657137568
HILIC.pos_Cluster_0657..geranyl.acetoacetate.	steroids	Yes	-0.360559551531627	0.271616408763219	220	217	0.185984000117529	0.414180657137568
HILIC.neg_Cluster_0035..serine	diagnosis_modified	CD	0.544463103055078	0.410654014493417	220	218	0.186517390198339	0.414262326033063
HILIC.pos_Cluster_0099..asparagine	diagnosis_modified	CD	0.995219643347802	0.750336961182827	220	176	0.18634558304735	0.414262326033063
HILIC.neg_Cluster_1571..glycocholate	steroids	Yes	0.805639218271676	0.60952326975713	220	194	0.187873755861885	0.416719979757478
HILIC.pos_Cluster_0009..beta.alanine	mesalamine	Yes	-0.844981381462724	0.640532654684689	220	203	0.188728788213599	0.416953137404349
HILIC.pos_Cluster_0184..pyridoxamine	immunosuppressant	Yes	0.371830330392102	0.28178175041008	220	217	0.188601044216354	0.416953137404349
HILIC.pos_Cluster_0379..trimethyllysine	steroids	Yes	0.447911144562194	0.339291980507324	220	220	0.188412319428435	0.416953137404349
C18.neg_Cluster_1941..arachidonic.acid	mesalamine	Yes	-0.330424184346321	0.250795652153515	220	170	0.189290439434331	0.417640810815428
HILIC.neg_Cluster_0296..citrulline	immunosuppressant	Yes	0.369141699600188	0.280482212927057	220	219	0.189761256790648	0.418126520907266
C18.neg_Cluster_0393..12.13.diHOME	immunosuppressant	Yes	0.352767327589	0.26836958077014	220	217	0.190302200684434	0.418765264830654
HILIC.neg_Cluster_0332..saccharin	mesalamine	Yes	0.953888780200908	0.731095076026437	220	174	0.193593472273941	0.424721016962869
HILIC.neg_Cluster_0452..tryptophan	diagnosis_modified	UC	0.419447670935372	0.321609802107729	220	220	0.193772598266633	0.424721016962869
HILIC.pos_Cluster_0447..ADMA	diagnosis_modified	UC	0.467054946732363	0.358094033433055	220	220	0.193749735358481	0.424721016962869
HILIC.neg_Cluster_0112..asparagine	antibiotic	Yes	-1.06063881779108	0.814427833977814	220	176	0.194420182519597	0.42558118693266
HILIC.neg_Cluster_0237..fucose	diagnosis_modified	CD	0.357739186420114	0.275104229733613	220	219	0.195080765712912	0.426467519278031
HILIC.pos_Cluster_0041..proline	diagnosis_modified	UC	0.32644024028572	0.25165767477525	220	220	0.19618285510938	0.426530122669935
